Student_id,Age,Gender,Academic_level,Country,Avg_Daily_Usage_hours,Most used Platform,Affects Academic Performance,Relationships,Conflict,Sleep Hours per night,Mental health Score,Addicted Score
2204,26,Male,Graduate,Germany,6.2,Instagram,Yes,Single,Facebook,8,4,10
2205,21,Male,Undergraduate,Turkey,5.2,Instagram,No,Complicated,Snapchat,7,5,8
2206,18,Male,High School,Italy,6.5,Twitter,Yes,Single,Instagram,8,2,8
2207,16,Male,High School,Saudi Arabia,5.2,Tik-Tok,No,In-Relationship,Tik-Tok,8,7,9
2208,19,Female,Undergraduate,Netherlands,7.9,Tik-Tok,No,Single,Snapchat,7,3,5
2209,23,Female,Graduate,Czech Republic,4.1,Instagram,No,Single,Instagram,8,1,6
2210,19,Female,Undergraduate,Ireland,7.5,Tik-Tok,Yes,In-Relationship,WhatsApp,6,2,6
2211,19,Male,Undergraduate,Czech Republic,5.5,LINE,Yes,Single,Instagram,6,10,10
2212,25,Female,Graduate,Belgium,7.4,WhatsApp,Yes,Single,Twitter,8,3,1
2213,23,Male,Graduate,Singapore,8.5,WhatsApp,Yes,In-Relationship,Instagram,6,10,5
2214,23,Male,Graduate,Sweden,4.8,Instagram,Yes,Single,Twitter,7,1,1
2215,24,Female,Graduate,Switzerland,8.3,WhatsApp,No,Complicated,WhatsApp,6,6,10
2216,20,Male,Undergraduate,Indonesia,3.4,Twitter,No,Single,Instagram,6,4,8
2217,19,Male,Undergraduate,Poland,5.9,WhatsApp,No,Single,WhatsApp,5,7,6
2218,19,Male,Undergraduate,Greece,9.1,Linkdin,Yes,Complicated,LinkedIn,6,6,9
2219,19,Female,Undergraduate,Switzerland,3.3,Instagram,Yes,Complicated,WhatsApp,6,10,2
2220,21,Female,Undergraduate,Germany,7.6,Tik-Tok,Yes,Single,Snapchat,8,9,6
2221,19,Female,Undergraduate,Czech Republic,3.4,Instagram,Yes,In-Relationship,Snapchat,7,6,8
2222,19,Female,Undergraduate,Malaysia,3.6,Instagram,No,In-Relationship,Instagram,5,8,7
2223,16,Male,High School,Chile,7.5,WhatsApp,Yes,Complicated,Tik-Tok,5,8,1
2224,16,Female,High School,New Zealand,5.3,WhatsApp,Yes,Single,LinkedIn,6,7,6
2225,25,Male,Graduate,Australia,8.3,LINE,Yes,Single,Snapchat,6,5,10
2226,21,Male,Undergraduate,Israel,3.2,LINE,No,Complicated,Tik-Tok,7,4,2
2227,22,Male,Undergraduate,China,7.3,WhatsApp,No,Single,Tik-Tok,4,3,9
2228,20,Female,Undergraduate,Portugal,5.5,Snapchat,No,In-Relationship,Snapchat,7,5,5
2229,19,Male,Undergraduate,Bangladesh,9.2,WhatsApp,Yes,Single,Instagram,5,7,3
2230,17,Female,High School,Chile,3.5,Snapchat,Yes,In-Relationship,LinkedIn,4,7,5
2231,23,Female,Graduate,Malaysia,8,Tik-Tok,Yes,Single,LinkedIn,5,8,10
2232,16,Female,High School,Ireland,4.9,Tik-Tok,No,Single,WhatsApp,8,8,1
2233,20,Male,Undergraduate,Hungary,5.2,LINE,Yes,In-Relationship,Snapchat,7,10,6
2234,22,Male,Undergraduate,Pakistan,7.8,Facebook,Yes,In-Relationship,LinkedIn,8,6,7
2235,17,Male,High School,Romania,9.5,LINE,Yes,Complicated,Instagram,6,6,2
2236,25,Male,Graduate,France,4.7,Instagram,No,Single,Twitter,7,6,9
2237,22,Male,Undergraduate,Portugal,5.4,Snapchat,No,In-Relationship,Twitter,8,10,8
2238,26,Female,Graduate,Switzerland,10,Snapchat,Yes,In-Relationship,WhatsApp,4,7,6
2239,21,Male,Undergraduate,Indonesia,9.7,WhatsApp,Yes,Single,Tik-Tok,7,4,9
2240,24,Female,Graduate,Canada,3.8,Linkdin,Yes,Complicated,Instagram,8,7,10
2241,22,Male,Undergraduate,Argentina,8.7,Facebook,No,Single,WhatsApp,6,8,2
2242,26,Female,Graduate,India,9.7,WhatsApp,Yes,Complicated,Snapchat,5,1,2
2243,17,Female,High School,India,5.4,Instagram,Yes,Single,Facebook,6,3,3
2244,26,Female,Graduate,Norway,8.4,Instagram,Yes,Single,Twitter,6,6,5
2245,25,Male,Graduate,Singapore,7.4,WhatsApp,No,Complicated,Instagram,5,9,2
2246,17,Female,High School,Nigeria,7.5,Instagram,Yes,Single,Instagram,7,3,3
2247,23,Male,Graduate,India,4.5,LINE,Yes,Single,LinkedIn,4,3,9
2248,17,Female,High School,Nigeria,3.1,Linkdin,Yes,Single,WhatsApp,8,10,8
2249,17,Female,High School,Russia,8.7,Snapchat,No,Complicated,WhatsApp,5,5,2
2250,26,Female,Graduate,Singapore,8.2,Snapchat,Yes,In-Relationship,Instagram,6,3,4
2251,18,Female,High School,Turkey,9.4,Instagram,No,Single,Instagram,4,3,7
2252,20,Female,Undergraduate,Belgium,4.4,Snapchat,No,Complicated,LinkedIn,5,4,9
2253,24,Male,Graduate,Italy,8.2,Linkdin,Yes,Single,Instagram,4,5,8
2254,21,Female,Undergraduate,Sweden,4.2,Instagram,Yes,Single,Facebook,8,8,2
2255,17,Male,High School,Ireland,3.2,Instagram,Yes,Single,Tik-Tok,7,4,5
2256,18,Male,High School,South Korea,9.9,Snapchat,Yes,Single,WhatsApp,4,1,7
2257,21,Male,Undergraduate,Norway,7.4,LINE,Yes,Single,Instagram,4,4,10
2258,22,Male,Undergraduate,Portugal,5.6,Instagram,Yes,Complicated,Twitter,6,3,2
2259,20,Male,Undergraduate,Vietnam,5.6,WhatsApp,Yes,Single,Snapchat,8,3,1
2260,22,Female,Undergraduate,Bangladesh,9.4,Tik-Tok,No,Single,Instagram,6,9,1
2261,26,Male,Graduate,Austria,5,Instagram,Yes,Single,Instagram,5,10,6
2262,25,Male,Graduate,Romania,3.5,Facebook,Yes,Complicated,WhatsApp,8,6,7
2263,24,Male,Graduate,Mexico,5.9,Linkdin,Yes,Complicated,Snapchat,4,1,8
2264,17,Male,High School,South Korea,8.4,Linkdin,Yes,Single,Instagram,4,8,3
2265,18,Male,High School,Hungary,9.7,Snapchat,No,Single,Snapchat,7,6,9
2266,25,Female,Graduate,Japan,3.7,Linkdin,Yes,Single,Instagram,8,2,9
2267,23,Male,Graduate,Norway,6.2,Instagram,No,Single,Twitter,8,2,2
2268,23,Female,Graduate,Germany,8.4,Snapchat,No,Single,Facebook,8,2,3
2269,24,Male,Graduate,Belgium,4.6,LINE,Yes,In-Relationship,Instagram,5,9,3
2270,21,Female,Undergraduate,USA,5.1,Twitter,Yes,Complicated,Instagram,4,6,9
2271,25,Male,Graduate,India,8,Snapchat,Yes,Complicated,Tik-Tok,5,8,9
2272,21,Female,Undergraduate,Canada,4.8,Instagram,Yes,Single,WhatsApp,8,1,5
2273,26,Female,Graduate,Poland,9.1,Linkdin,Yes,In-Relationship,Instagram,8,2,10
2274,15,Male,High School,New Zealand,8.6,Facebook,Yes,Complicated,Instagram,8,10,1
2275,20,Female,Undergraduate,Norway,8.7,WhatsApp,No,Complicated,Facebook,4,10,9
2276,21,Female,Undergraduate,Malaysia,5.8,Instagram,No,Single,Snapchat,8,3,10
2277,22,Female,Undergraduate,Thailand,3.1,Instagram,No,In-Relationship,Instagram,6,5,8
2278,24,Male,Graduate,Egypt,4.5,Linkdin,Yes,Complicated,LinkedIn,5,1,4
2279,23,Female,Graduate,Japan,3.2,Snapchat,No,Single,Instagram,8,10,1
2280,16,Male,High School,Malaysia,6.4,Twitter,No,Single,LinkedIn,4,3,4
2281,18,Female,High School,Romania,7.2,Facebook,Yes,Single,Instagram,5,1,5
2282,16,Male,High School,Saudi Arabia,6,Snapchat,Yes,In-Relationship,Instagram,4,10,2
2283,23,Female,Graduate,South Korea,7.5,Snapchat,Yes,Single,Instagram,8,9,4
2284,16,Male,High School,Mexico,9.3,Facebook,Yes,Complicated,Instagram,4,6,10
2285,17,Female,High School,Germany,5.2,Snapchat,No,Single,Twitter,5,8,7
2286,25,Male,Graduate,China,6.3,Snapchat,Yes,Single,WhatsApp,7,1,9
2287,16,Female,High School,Australia,3.5,Tik-Tok,Yes,In-Relationship,Instagram,4,4,3
2288,24,Male,Graduate,Nigeria,5.5,Linkdin,No,Single,WhatsApp,8,1,6
2289,16,Female,High School,Hungary,8.9,Twitter,Yes,Single,LinkedIn,4,6,6
2290,21,Female,Undergraduate,Austria,3.6,WhatsApp,Yes,Complicated,Twitter,5,9,9
2291,21,Male,Undergraduate,Singapore,5.1,WhatsApp,Yes,Complicated,WhatsApp,7,2,5
2292,26,Female,Graduate,Canada,7.1,Linkdin,Yes,In-Relationship,Instagram,8,5,6
2293,21,Female,Undergraduate,Israel,4.4,Instagram,No,Complicated,Tik-Tok,8,8,8
2294,25,Male,Graduate,Czech Republic,6.5,WhatsApp,Yes,In-Relationship,Twitter,7,10,1
2295,19,Female,Undergraduate,Brazil,4.9,WhatsApp,No,In-Relationship,Instagram,8,4,2
2296,25,Male,Graduate,Canada,5.5,Tik-Tok,Yes,Single,LinkedIn,5,3,9
2297,15,Female,High School,Switzerland,4.5,Instagram,No,Single,Snapchat,7,10,5
2298,15,Male,High School,South Africa,9.4,WhatsApp,Yes,Single,Twitter,8,10,4
2299,16,Female,High School,Ireland,4.3,Facebook,Yes,In-Relationship,Facebook,5,1,2
2300,16,Female,High School,UAE,3.9,Facebook,Yes,In-Relationship,LinkedIn,4,3,10
2301,20,Female,Undergraduate,Switzerland,7.7,Facebook,Yes,Complicated,Instagram,4,8,3
2302,19,Male,Undergraduate,Austria,8.4,Facebook,Yes,Single,Snapchat,6,3,6
2303,17,Female,High School,Vietnam,5.3,Instagram,No,In-Relationship,Facebook,7,3,8
2304,20,Male,Undergraduate,Romania,4.5,Linkdin,No,Single,Snapchat,4,8,4
2305,22,Female,Undergraduate,Vietnam,4.4,Twitter,Yes,Single,Twitter,6,10,3
2306,16,Female,High School,Belgium,9.6,Linkdin,Yes,Complicated,Instagram,5,7,2
2307,20,Male,Undergraduate,Israel,6.9,Facebook,No,Single,WhatsApp,7,4,8
2308,25,Female,Graduate,Belgium,9.4,Tik-Tok,Yes,Single,Instagram,6,1,9
2309,18,Female,High School,Norway,7.9,Instagram,No,Complicated,Instagram,7,7,6
2310,17,Male,High School,Poland,8.8,LINE,No,In-Relationship,WhatsApp,5,3,8
2311,19,Female,Undergraduate,UK,3.6,WhatsApp,No,In-Relationship,WhatsApp,7,7,7
2312,22,Male,Undergraduate,New Zealand,8.4,Facebook,No,In-Relationship,WhatsApp,8,5,1
2313,19,Female,Undergraduate,Portugal,6.5,LINE,Yes,Complicated,Snapchat,4,2,9
2314,24,Female,Graduate,India,8.3,Facebook,Yes,Single,Facebook,8,5,7
2315,24,Female,Graduate,Saudi Arabia,9.1,Instagram,No,Single,LinkedIn,7,6,4
2316,19,Male,Undergraduate,Bangladesh,7.9,Tik-Tok,Yes,Single,Tik-Tok,8,10,1
2317,15,Male,High School,Russia,7.9,Instagram,No,Complicated,Twitter,4,2,4
2318,16,Male,High School,Sweden,6.4,Facebook,Yes,Complicated,LinkedIn,8,1,7
2319,19,Male,Undergraduate,South Africa,6.8,Tik-Tok,Yes,Single,Twitter,6,4,6
2320,24,Male,Graduate,Norway,9.8,Snapchat,Yes,In-Relationship,Facebook,7,4,6
2321,22,Male,Undergraduate,UK,9.9,Linkdin,No,Complicated,Facebook,5,5,5
2322,22,Male,Undergraduate,UK,8.1,WhatsApp,Yes,Single,Twitter,8,5,9
2323,25,Female,Graduate,Italy,6.7,LINE,Yes,Single,LinkedIn,8,10,5
2324,21,Male,Undergraduate,Turkey,8.4,Instagram,Yes,In-Relationship,Twitter,6,6,6
2325,22,Male,Undergraduate,Israel,4.2,WhatsApp,No,Single,Facebook,7,1,2
2326,20,Male,Undergraduate,Thailand,8.2,Snapchat,Yes,Single,Snapchat,6,7,8
2327,26,Female,Graduate,Ireland,9,Facebook,Yes,Single,Twitter,5,3,5
2328,25,Female,Graduate,India,9.7,WhatsApp,Yes,Complicated,Instagram,5,8,5
2329,22,Male,Undergraduate,Brazil,9.8,Snapchat,No,Single,Instagram,8,5,10
2330,18,Female,High School,Indonesia,9.3,LINE,Yes,Single,Twitter,4,6,6
2331,24,Male,Graduate,Poland,4.1,Snapchat,No,Complicated,Instagram,4,5,3
2332,21,Female,Undergraduate,Netherlands,4.3,Instagram,Yes,Complicated,WhatsApp,5,6,2
2333,20,Male,Undergraduate,Germany,8.9,Snapchat,No,In-Relationship,LinkedIn,8,9,2
2334,19,Female,Undergraduate,Greece,9.8,Linkdin,Yes,Single,WhatsApp,7,8,7
2335,23,Female,Graduate,Singapore,4.3,WhatsApp,Yes,Single,Snapchat,7,8,2
2336,16,Female,High School,Greece,6.4,Linkdin,No,In-Relationship,Instagram,6,8,5
2337,20,Female,Undergraduate,Czech Republic,4.6,LINE,Yes,Complicated,Snapchat,6,2,5
2338,22,Male,Undergraduate,Ireland,5.8,Twitter,No,Single,Instagram,7,1,6
2339,17,Female,High School,Nigeria,3.4,Instagram,Yes,Single,WhatsApp,5,4,7
2340,16,Female,High School,Finland,4.6,Instagram,No,In-Relationship,Twitter,6,5,9
2341,21,Female,Undergraduate,Singapore,4,Linkdin,Yes,Single,Facebook,8,8,3
2342,25,Female,Graduate,Turkey,3.2,Linkdin,Yes,In-Relationship,Snapchat,6,4,7
2343,24,Male,Graduate,Japan,9.9,Linkdin,No,In-Relationship,Instagram,7,4,8
2344,16,Female,High School,Czech Republic,9.5,Linkdin,No,Complicated,WhatsApp,4,3,5
2345,24,Male,Graduate,Portugal,5.2,WhatsApp,Yes,Single,Tik-Tok,7,10,8
2346,25,Female,Graduate,Switzerland,6.1,Twitter,No,Single,LinkedIn,7,2,4
2347,20,Female,Undergraduate,Thailand,9.6,Instagram,Yes,Complicated,WhatsApp,7,5,5
2348,16,Female,High School,Nigeria,8.8,Twitter,No,In-Relationship,Snapchat,7,9,6
2349,19,Male,Undergraduate,Kenya,5.3,Snapchat,Yes,In-Relationship,Instagram,4,9,2
2350,20,Female,Undergraduate,Greece,8.6,Tik-Tok,Yes,In-Relationship,Instagram,6,4,5
2351,24,Male,Graduate,South Korea,7.2,Instagram,Yes,Single,Snapchat,4,5,9
2352,17,Female,High School,Nigeria,9.5,Instagram,No,In-Relationship,Twitter,7,6,2
2353,26,Male,Graduate,Canada,10,LINE,No,Single,LinkedIn,8,1,5
2354,22,Female,Undergraduate,UK,5.2,Twitter,Yes,In-Relationship,LinkedIn,7,8,9
2355,18,Male,High School,Saudi Arabia,5.9,Linkdin,No,Single,Snapchat,4,7,1
2356,20,Male,Undergraduate,Brazil,4.1,LINE,No,In-Relationship,Instagram,8,7,9
2357,24,Male,Graduate,USA,8.6,Instagram,Yes,Complicated,Instagram,7,9,7
2358,15,Female,High School,South Korea,9,Linkdin,Yes,Single,Tik-Tok,5,8,6
2359,16,Female,High School,Ireland,5.5,Twitter,Yes,In-Relationship,WhatsApp,4,4,10
2360,21,Male,Undergraduate,India,6.5,Twitter,Yes,Single,LinkedIn,6,2,5
2361,25,Male,Graduate,South Africa,7,Snapchat,Yes,Complicated,Facebook,7,2,2
2362,18,Female,High School,Chile,8.2,Snapchat,No,In-Relationship,Instagram,8,2,3
2363,25,Female,Graduate,South Africa,9.1,Twitter,No,Complicated,Instagram,7,10,6
2364,15,Male,High School,Indonesia,3.1,Snapchat,No,Single,Instagram,5,3,9
2365,17,Female,High School,Indonesia,3.1,Snapchat,Yes,Single,WhatsApp,7,8,9
2366,24,Male,Graduate,India,9.3,Instagram,Yes,In-Relationship,WhatsApp,8,7,8
2367,17,Male,High School,Spain,8.4,Instagram,Yes,In-Relationship,Snapchat,7,10,4
2368,15,Male,High School,Bangladesh,7.9,Facebook,No,Single,Instagram,4,2,10
2369,25,Female,Graduate,Colombia,9.2,WhatsApp,No,Single,LinkedIn,8,5,6
2370,18,Male,High School,Ireland,8.8,WhatsApp,Yes,Single,WhatsApp,7,4,1
2371,17,Male,High School,Australia,3.3,Twitter,Yes,Single,Twitter,5,8,1
2372,22,Female,Undergraduate,Netherlands,6.3,Tik-Tok,Yes,Single,Instagram,5,5,3
2373,19,Female,Undergraduate,Saudi Arabia,9.4,Snapchat,Yes,Single,Facebook,5,7,4
2374,19,Male,Undergraduate,Ireland,8.5,WhatsApp,Yes,Single,Tik-Tok,6,1,3
2375,23,Female,Graduate,Austria,5.9,Twitter,No,Complicated,Instagram,6,10,7
2376,25,Male,Graduate,Denmark,9.7,Facebook,Yes,Single,Twitter,8,1,1
2377,26,Male,Graduate,India,4,Instagram,Yes,Complicated,Twitter,7,5,4
2378,16,Male,High School,Indonesia,8.4,Tik-Tok,Yes,Single,Instagram,5,4,10
2379,20,Female,Undergraduate,Nigeria,4.8,Twitter,No,In-Relationship,Twitter,6,9,5
2380,15,Female,High School,China,4.9,Tik-Tok,Yes,Single,Facebook,4,9,5
2381,16,Male,High School,USA,4.7,WhatsApp,Yes,Single,Twitter,6,3,3
2382,25,Female,Graduate,Ireland,7.8,Instagram,No,In-Relationship,Instagram,8,4,2
2383,16,Male,High School,China,4.3,Snapchat,No,Single,Instagram,8,10,2
2384,20,Male,Undergraduate,UAE,3.3,WhatsApp,No,Single,Twitter,5,2,8
2385,18,Female,High School,UAE,5.6,Instagram,Yes,In-Relationship,Tik-Tok,6,7,1
2386,17,Female,High School,France,8.1,Facebook,Yes,Single,WhatsApp,5,7,8
2387,15,Male,High School,Argentina,5,Tik-Tok,Yes,Single,WhatsApp,7,6,3
2388,18,Female,High School,Portugal,7.5,Instagram,Yes,Complicated,Tik-Tok,4,9,6
2389,20,Male,Undergraduate,Poland,4.2,Instagram,Yes,Complicated,Instagram,8,7,9
2390,26,Male,Graduate,India,8.4,Snapchat,Yes,In-Relationship,WhatsApp,8,10,4
2391,23,Male,Graduate,Austria,8.5,Tik-Tok,Yes,Single,Instagram,5,4,1
2392,17,Female,High School,Argentina,5.5,LINE,Yes,Complicated,Snapchat,6,9,10
2393,22,Male,Undergraduate,Belgium,7.6,Snapchat,Yes,Complicated,Tik-Tok,4,3,5
2394,23,Male,Graduate,Finland,4.2,Twitter,Yes,In-Relationship,Snapchat,7,2,4
2395,26,Male,Graduate,France,7.4,Twitter,No,Single,Snapchat,8,1,4
2396,22,Male,Undergraduate,Belgium,5.2,Snapchat,No,Single,Instagram,4,3,1
2397,22,Female,Undergraduate,Philippines,4.5,Twitter,No,In-Relationship,Twitter,6,1,7
2398,21,Female,Undergraduate,Sweden,6.3,WhatsApp,No,In-Relationship,LinkedIn,8,8,7
2399,24,Male,Graduate,Portugal,7.9,Facebook,Yes,Single,LinkedIn,8,5,2
2400,26,Female,Graduate,Denmark,6.3,Instagram,Yes,Single,Facebook,6,7,2
2401,19,Female,Undergraduate,Turkey,7.5,Snapchat,Yes,Single,Facebook,8,9,5
2402,19,Male,Undergraduate,Russia,5.1,Instagram,No,Single,LinkedIn,7,5,4
2403,25,Male,Graduate,Denmark,9.3,Twitter,No,Single,Tik-Tok,4,9,10
2404,24,Male,Graduate,Norway,9.5,Snapchat,No,In-Relationship,Facebook,7,7,5
2405,21,Male,Undergraduate,Singapore,3.6,Snapchat,Yes,Complicated,Instagram,5,4,5
2406,19,Female,Undergraduate,Romania,9.6,Instagram,Yes,Single,Instagram,5,2,2
2407,23,Male,Graduate,Pakistan,6.1,Twitter,No,Single,Snapchat,8,6,5
2408,21,Female,Undergraduate,Sweden,8.8,Linkdin,Yes,Single,Snapchat,7,7,7
2409,15,Male,High School,South Korea,4.3,Instagram,Yes,Single,LinkedIn,7,7,8
2410,24,Male,Graduate,Pakistan,5.2,Twitter,Yes,Single,Facebook,8,8,9
2411,24,Female,Graduate,Saudi Arabia,7,WhatsApp,Yes,Single,Facebook,8,1,10
2412,25,Male,Graduate,Norway,5.7,LINE,No,In-Relationship,Instagram,8,6,7
2413,26,Female,Graduate,Canada,7,WhatsApp,No,In-Relationship,Facebook,5,9,8
2414,24,Male,Graduate,Switzerland,3.9,WhatsApp,No,Complicated,WhatsApp,5,7,7
2415,20,Female,Undergraduate,Brazil,3.3,WhatsApp,No,Complicated,Instagram,5,9,3
2416,25,Female,Graduate,Turkey,3.7,Snapchat,Yes,Single,Instagram,8,6,5
2417,17,Female,High School,South Korea,4.6,Facebook,Yes,Complicated,Facebook,6,7,2
2418,24,Female,Graduate,Philippines,8.8,Snapchat,No,In-Relationship,Instagram,6,9,5
2419,26,Male,Graduate,Belgium,6.5,Snapchat,No,In-Relationship,Instagram,6,2,3
2420,20,Female,Undergraduate,Turkey,7.7,Tik-Tok,No,Single,Facebook,4,8,6
2421,17,Male,High School,Portugal,8.1,LINE,No,In-Relationship,Tik-Tok,8,6,1
2422,24,Male,Graduate,Kenya,6.9,Linkdin,No,Complicated,Instagram,8,5,4
2423,21,Female,Undergraduate,Canada,7.1,WhatsApp,Yes,Complicated,WhatsApp,8,1,9
2424,22,Female,Undergraduate,Vietnam,8.3,Instagram,Yes,Single,Instagram,8,2,4
2425,21,Female,Undergraduate,Canada,8,Tik-Tok,Yes,Single,Facebook,7,8,5
2426,26,Female,Graduate,Canada,4.6,Snapchat,No,In-Relationship,WhatsApp,7,2,1
2427,25,Female,Graduate,UAE,5.5,LINE,No,Single,Instagram,8,3,5
2428,25,Female,Graduate,Japan,3.1,WhatsApp,Yes,Single,LinkedIn,8,10,9
2429,26,Male,Graduate,Egypt,3.8,WhatsApp,No,Complicated,Snapchat,8,10,8
2430,19,Male,Undergraduate,Malaysia,9.9,Linkdin,Yes,Single,Twitter,8,10,9
2431,22,Female,Undergraduate,Mexico,9.1,Linkdin,Yes,In-Relationship,Facebook,4,6,8
2432,19,Male,Undergraduate,Turkey,9.2,Twitter,Yes,Single,Instagram,5,9,2
2433,15,Female,High School,Greece,3.5,Instagram,Yes,Single,LinkedIn,7,9,9
2434,24,Female,Graduate,Germany,7.5,Tik-Tok,Yes,Complicated,LinkedIn,7,2,5
2435,23,Male,Graduate,USA,6.8,Twitter,Yes,Single,Instagram,8,7,3
2436,23,Male,Graduate,Italy,4.4,Facebook,No,Single,Instagram,8,5,7
2437,25,Male,Graduate,France,5.2,WhatsApp,Yes,Complicated,Instagram,7,6,6
2438,15,Male,High School,Spain,9.4,Snapchat,Yes,Single,Snapchat,8,10,9
2439,18,Male,High School,India,5.4,Facebook,Yes,Single,WhatsApp,6,4,6
2440,15,Female,High School,Italy,5.3,WhatsApp,No,Single,Twitter,6,1,6
2441,22,Male,Undergraduate,USA,4.6,Tik-Tok,Yes,Complicated,Tik-Tok,6,8,7
2442,15,Male,High School,Argentina,7.8,Instagram,Yes,In-Relationship,Twitter,4,8,2
2443,20,Female,Undergraduate,Canada,10,Instagram,Yes,Complicated,Instagram,7,7,10
2444,24,Female,Graduate,Romania,8.4,WhatsApp,Yes,Single,Twitter,6,8,6
2445,21,Male,Undergraduate,Singapore,7.3,WhatsApp,No,Complicated,Facebook,7,3,8
2446,20,Male,Undergraduate,Australia,8.6,Linkdin,No,Single,Instagram,4,10,3
2447,23,Male,Graduate,Portugal,3.7,Instagram,Yes,Complicated,WhatsApp,5,9,5
2448,19,Male,Undergraduate,Romania,3.5,Twitter,No,Complicated,Instagram,7,8,1
2449,22,Female,Undergraduate,Philippines,9.5,Twitter,Yes,In-Relationship,Facebook,7,4,6
2450,21,Female,Undergraduate,Saudi Arabia,6.3,WhatsApp,Yes,Single,Instagram,6,7,4
2451,25,Female,Graduate,Ireland,7.2,Snapchat,Yes,In-Relationship,Twitter,5,6,8
2452,25,Male,Graduate,Canada,9,Snapchat,Yes,In-Relationship,Instagram,7,10,7
2453,15,Male,High School,Mexico,4.3,Linkdin,Yes,Single,Twitter,4,6,10
2454,25,Male,Graduate,Russia,6.5,WhatsApp,Yes,Single,Instagram,4,7,3
2455,19,Female,Undergraduate,Italy,8.2,Facebook,Yes,In-Relationship,Snapchat,4,2,5
2456,22,Female,Undergraduate,Poland,9.6,Snapchat,Yes,Single,WhatsApp,4,3,10
2457,18,Female,High School,Israel,9,Instagram,Yes,In-Relationship,WhatsApp,7,3,9
2458,20,Female,Undergraduate,Argentina,9.3,Instagram,Yes,Single,Instagram,6,2,2
2459,25,Male,Graduate,Portugal,5.6,Instagram,Yes,Single,Tik-Tok,8,2,1
2460,17,Female,High School,India,5.8,Snapchat,Yes,Complicated,Facebook,4,9,7
2461,16,Female,High School,Belgium,9.8,LINE,Yes,Single,Facebook,5,8,5
2462,21,Female,Undergraduate,USA,5.3,LINE,Yes,Complicated,WhatsApp,5,2,9
2463,21,Female,Undergraduate,Switzerland,4.4,Twitter,Yes,Single,Snapchat,5,5,9
2464,23,Male,Graduate,South Africa,5,LINE,Yes,Single,WhatsApp,4,5,2
2465,25,Female,Graduate,USA,6,Snapchat,Yes,Complicated,Tik-Tok,4,3,2
2466,20,Female,Undergraduate,South Korea,3.3,Facebook,No,Single,Instagram,7,8,10
2467,16,Female,High School,South Africa,7.3,Facebook,Yes,In-Relationship,Instagram,6,8,3
2468,22,Male,Undergraduate,Singapore,3.1,Instagram,Yes,Complicated,LinkedIn,7,2,6
2469,24,Female,Graduate,Saudi Arabia,8.8,Snapchat,Yes,Complicated,Instagram,6,2,10
2470,17,Male,High School,Singapore,7.1,Instagram,Yes,Complicated,Instagram,8,8,4
2471,19,Female,Undergraduate,New Zealand,7,WhatsApp,Yes,Single,LinkedIn,7,10,3
2472,16,Male,High School,Chile,7.1,Facebook,No,Single,LinkedIn,8,2,9
2473,19,Male,Undergraduate,UK,4.2,Tik-Tok,Yes,Single,Instagram,6,4,9
2474,26,Male,Graduate,Singapore,3.7,Snapchat,No,Single,Instagram,4,6,9
2475,25,Male,Graduate,Thailand,7.9,Instagram,Yes,Complicated,Instagram,8,7,4
2476,26,Female,Graduate,Finland,4.4,Tik-Tok,Yes,Complicated,Instagram,4,7,10
2477,26,Male,Graduate,Portugal,7,WhatsApp,Yes,In-Relationship,Snapchat,6,8,1
2478,21,Female,Undergraduate,Malaysia,8.9,Snapchat,Yes,Single,Instagram,8,4,7
2479,17,Male,High School,Mexico,6.1,Linkdin,Yes,In-Relationship,LinkedIn,4,2,4
2480,18,Male,High School,Sweden,7.1,WhatsApp,Yes,Complicated,WhatsApp,5,5,7
2481,23,Female,Graduate,Singapore,5.3,Instagram,Yes,Single,LinkedIn,5,7,8
2482,23,Female,Graduate,India,4.8,Linkdin,Yes,In-Relationship,Instagram,8,1,6
2483,22,Female,Undergraduate,Canada,7.2,WhatsApp,Yes,Complicated,WhatsApp,7,9,5
2484,22,Female,Undergraduate,India,4.6,WhatsApp,Yes,Single,WhatsApp,8,4,4
2485,16,Female,High School,Canada,5,Instagram,Yes,In-Relationship,Twitter,4,3,2
2486,19,Male,Undergraduate,Singapore,4.6,Instagram,Yes,Single,LinkedIn,7,7,1
2487,15,Female,High School,Australia,9.2,Snapchat,Yes,Single,Tik-Tok,4,7,9
2488,23,Male,Graduate,Philippines,4.7,Snapchat,No,Complicated,Snapchat,4,4,6
2489,24,Male,Graduate,UK,4.5,Snapchat,Yes,Single,WhatsApp,8,7,10
2490,21,Male,Undergraduate,Sweden,6.5,Instagram,Yes,In-Relationship,WhatsApp,7,9,1
2491,23,Male,Graduate,Argentina,4,Tik-Tok,Yes,Single,Tik-Tok,8,10,7
2492,25,Female,Graduate,Canada,7.7,Twitter,Yes,In-Relationship,Instagram,8,3,2
2493,20,Female,Undergraduate,Hungary,4.7,WhatsApp,Yes,Complicated,LinkedIn,8,7,2
2494,24,Male,Graduate,Thailand,6.7,LINE,Yes,Complicated,Instagram,4,10,6
2495,15,Female,High School,Turkey,4.9,Twitter,No,Single,Instagram,8,2,3
2496,19,Male,Undergraduate,Australia,6.7,Linkdin,Yes,Single,LinkedIn,5,1,5
2497,18,Male,High School,Israel,8.4,Instagram,No,Single,WhatsApp,8,4,1
